match_id,date,group,team_a,team_b,score,team_a_total_attempts,team_a_shots_on_target,team_b_total_attempts,team_b_shots_on_target,evidence_type,evidence_url,fifa_match_url,fifa_fulltime_report_url,fifa_summary_report_url
400021493,2026-06-26,I,Senegal,Iraq,5–0,28,12,6,1,"FIFA full-time match report, team statistics row",https://fdp.fifa.org/assetspublic/ce281/r12502/pdf/FullTimeMatchReport-English.pdf,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021493,https://fdp.fifa.org/assetspublic/ce281/r12502/pdf/FullTimeMatchReport-English.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M62-SEN-V-IRQ.pdf
400021496,2026-06-16,J,Argentina,Algeria,3–0,10,6,7,0,"FIFA full-time match report, team statistics row",https://fdp.fifa.org/assetspublic/ce281/r12506/pdf/FullTimeMatchReport-English.pdf,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021496,https://fdp.fifa.org/assetspublic/ce281/r12506/pdf/FullTimeMatchReport-English.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M19-ARG-V-ALG.pdf
400021498,2026-06-16,J,Austria,Jordan,3–1,11,4,11,4,"FIFA full-time match report, team statistics row",https://fdp.fifa.org/assetspublic/ce281/r12508/pdf/FullTimeMatchReport-English.pdf,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021498,https://fdp.fifa.org/assetspublic/ce281/r12508/pdf/FullTimeMatchReport-English.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M20-AUT-V-JOR-V3.pdf
400021494,2026-06-22,J,Argentina,Austria,2–0,12,4,6,1,"FIFA full-time match report, team statistics row",https://fdp.fifa.org/assetspublic/ce281/r12504/pdf/FullTimeMatchReport-English.pdf,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021494,https://fdp.fifa.org/assetspublic/ce281/r12504/pdf/FullTimeMatchReport-English.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M43-ARG-V-AUT.pdf
400021499,2026-06-22,J,Jordan,Algeria,1–2,8,4,17,8,"FIFA full-time match report, team statistics row",https://fdp.fifa.org/assetspublic/ce281/r12507/pdf/FullTimeMatchReport-English.pdf,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021499,https://fdp.fifa.org/assetspublic/ce281/r12507/pdf/FullTimeMatchReport-English.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M44-JOR-V-ALG.pdf
400021497,2026-06-27,J,Algeria,Austria,3–3,12,5,10,3,"FIFA full-time match report, team statistics row",https://fdp.fifa.org/assetspublic/ce281/r12505/pdf/FullTimeMatchReport-English.pdf,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021497,https://fdp.fifa.org/assetspublic/ce281/r12505/pdf/FullTimeMatchReport-English.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M69-ALG-V-AUT.pdf
400021495,2026-06-27,J,Jordan,Argentina,1–3,5,1,13,4,"FIFA full-time match report, team statistics row",https://fdp.fifa.org/assetspublic/ce281/r12503/pdf/FullTimeMatchReport-English.pdf,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021495,https://fdp.fifa.org/assetspublic/ce281/r12503/pdf/FullTimeMatchReport-English.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M70-JOR-V-ARG.pdf
400021502,2026-06-17,K,Portugal,DR Congo,1–1,7,1,8,2,"FIFA full-time match report, team statistics row",https://fdp.fifa.org/assetspublic/ce281/r12511/pdf/FullTimeMatchReport-English.pdf,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021502,https://fdp.fifa.org/assetspublic/ce281/r12511/pdf/FullTimeMatchReport-English.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M23-POR-V-COD.pdf
400021504,2026-06-17,K,Uzbekistan,Colombia,1–3,8,2,15,4,"FIFA full-time match report, team statistics row",https://fdp.fifa.org/assetspublic/ce281/r12513/pdf/FullTimeMatchReport-English.pdf,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021504,https://fdp.fifa.org/assetspublic/ce281/r12513/pdf/FullTimeMatchReport-English.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M24-UZB-V-COL-V2.pdf
400021503,2026-06-23,K,Portugal,Uzbekistan,5–0,17,8,7,2,"FIFA full-time match report, team statistics row",https://fdp.fifa.org/assetspublic/ce281/r12512/pdf/FullTimeMatchReport-English.pdf,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021503,https://fdp.fifa.org/assetspublic/ce281/r12512/pdf/FullTimeMatchReport-English.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M47-POR-V-GHA.pdf
400021501,2026-06-23,K,Colombia,DR Congo,1–0,20,9,7,2,"FIFA full-time match report, team statistics row",https://fdp.fifa.org/assetspublic/ce281/r12510/pdf/FullTimeMatchReport-English.pdf,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021501,https://fdp.fifa.org/assetspublic/ce281/r12510/pdf/FullTimeMatchReport-English.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M48-COL-V-COD-V2.pdf
400021505,2026-06-27,K,Colombia,Portugal,0–0,24,6,13,2,"FIFA full-time match report, team statistics row",https://fdp.fifa.org/assetspublic/ce281/r12514/pdf/FullTimeMatchReport-English.pdf,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021505,https://fdp.fifa.org/assetspublic/ce281/r12514/pdf/FullTimeMatchReport-English.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M71-COL-V-POR.pdf
400021500,2026-06-27,K,DR Congo,Uzbekistan,3–1,19,4,3,1,"FIFA full-time match report, team statistics row",https://fdp.fifa.org/assetspublic/ce281/r12509/pdf/FullTimeMatchReport-English.pdf,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021500,https://fdp.fifa.org/assetspublic/ce281/r12509/pdf/FullTimeMatchReport-English.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M72-COD-V-UZB.pdf
400021507,2026-06-17,L,England,Croatia,4–2,22,11,10,5,"FIFA full-time match report, team statistics row",https://fdp.fifa.org/assetspublic/ce281/r12516/pdf/FullTimeMatchReport-English.pdf,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021507,https://fdp.fifa.org/assetspublic/ce281/r12516/pdf/FullTimeMatchReport-English.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M22-ENG-V-CRO.pdf
400021510,2026-06-17,L,Ghana,Panama,1–0,7,2,11,4,"FIFA full-time match report, team statistics row",https://fdp.fifa.org/assetspublic/ce281/r12519/pdf/FullTimeMatchReport-English.pdf,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021510,https://fdp.fifa.org/assetspublic/ce281/r12519/pdf/FullTimeMatchReport-English.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M21-GHA-V-PAN-V2.pdf
400021506,2026-06-23,L,England,Ghana,0–0,19,3,2,1,"FIFA full-time match report, team statistics row",https://fdp.fifa.org/assetspublic/ce281/r12515/pdf/FullTimeMatchReport-English.pdf,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021506,https://fdp.fifa.org/assetspublic/ce281/r12515/pdf/FullTimeMatchReport-English.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M45-ENG-V-GHA.pdf
400021511,2026-06-23,L,Panama,Croatia,0–1,8,1,6,2,"FIFA full-time match report, team statistics row",https://fdp.fifa.org/assetspublic/ce281/r12520/pdf/FullTimeMatchReport-English.pdf,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021511,https://fdp.fifa.org/assetspublic/ce281/r12520/pdf/FullTimeMatchReport-English.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M46-PAN-V-CRO.pdf
400021508,2026-06-27,L,Panama,England,0–2,12,2,17,6,"FIFA full-time match report, team statistics row",https://fdp.fifa.org/assetspublic/ce281/r12517/pdf/FullTimeMatchReport-English.pdf,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021508,https://fdp.fifa.org/assetspublic/ce281/r12517/pdf/FullTimeMatchReport-English.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M67-PAN-V-ENG.pdf
400021509,2026-06-27,L,Croatia,Ghana,2–1,8,4,6,1,"FIFA full-time match report, team statistics row",https://fdp.fifa.org/assetspublic/ce281/r12518/pdf/FullTimeMatchReport-English.pdf,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021509,https://fdp.fifa.org/assetspublic/ce281/r12518/pdf/FullTimeMatchReport-English.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M68-CRO-V-GHA.pdf
